file_path,thumbnail,width,height,page_no,set_key,year
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f039-i01-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f039-i01-p0001.jpg,1382,2048,1,dra037-s01-b003-f039-i01,1945
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f039-i01-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f039-i01-p0002.jpg,2048,1488,2,dra037-s01-b003-f039-i01,1929
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f039-i01-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f039-i01-p0003.jpg,2048,1496,3,dra037-s01-b003-f039-i01,1928
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f039-i01-p0004.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f039-i01-p0004.jpg,1399,2048,4,dra037-s01-b003-f039-i01,1961
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f039-i02-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f039-i02-p0001.jpg,1561,2048,1,dra037-s01-b003-f039-i02,1933
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f039-i03-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f039-i03-p0001.jpg,1451,2048,1,dra037-s01-b003-f039-i03,1974
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f039-i03-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f039-i03-p0002.jpg,2048,1569,2,dra037-s01-b003-f039-i03,1972
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f039-i04-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f039-i04-p0001.jpg,1557,2048,1,dra037-s01-b003-f039-i04,1989
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f039-i04-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f039-i04-p0002.jpg,1545,2048,2,dra037-s01-b003-f039-i04,1950
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f039-i04-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f039-i04-p0003.jpg,1557,2048,3,dra037-s01-b003-f039-i04,1968
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f039-i04-p0004.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f039-i04-p0004.jpg,1541,2048,4,dra037-s01-b003-f039-i04,1915
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f039-i05-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f039-i05-p0001.jpg,801,2048,1,dra037-s01-b003-f039-i05,1949
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f039-i06-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f039-i06-p0001.jpg,710,2048,1,dra037-s01-b003-f039-i06,1959
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f039-i06-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f039-i06-p0002.jpg,1401,2048,2,dra037-s01-b003-f039-i06,1916
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f039-i06-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f039-i06-p0003.jpg,1408,2048,3,dra037-s01-b003-f039-i06,1939
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f039-i06-p0004.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f039-i06-p0004.jpg,1411,2048,4,dra037-s01-b003-f039-i06,1978
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f039-i06-p0005.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f039-i06-p0005.jpg,680,2048,5,dra037-s01-b003-f039-i06,1942
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f039-i07-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f039-i07-p0001.jpg,2048,1687,1,dra037-s01-b003-f039-i07,1967
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f039-i07-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f039-i07-p0002.jpg,1258,2048,2,dra037-s01-b003-f039-i07,1959
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f039-i07-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f039-i07-p0003.jpg,2048,2045,3,dra037-s01-b003-f039-i07,1964
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f039-i08-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f039-i08-p0001.jpg,1304,2048,1,dra037-s01-b003-f039-i08,1988
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f039-i08-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f039-i08-p0002.jpg,2048,1580,2,dra037-s01-b003-f039-i08,1985
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f040-i01-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f040-i01-p0001.jpg,1389,2048,1,dra037-s01-b003-f040-i01,1943
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f040-i01-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f040-i01-p0002.jpg,2048,1509,2,dra037-s01-b003-f040-i01,1978
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f040-i01-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f040-i01-p0003.jpg,1361,2048,3,dra037-s01-b003-f040-i01,1937
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f040-i01-p0004.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f040-i01-p0004.jpg,1368,2048,4,dra037-s01-b003-f040-i01,1933
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f040-i01-p0005.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f040-i01-p0005.jpg,1389,2048,5,dra037-s01-b003-f040-i01,1964
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f040-i02-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f040-i02-p0001.jpg,1335,2048,1,dra037-s01-b003-f040-i02,1927
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f040-i02-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f040-i02-p0002.jpg,2048,1581,2,dra037-s01-b003-f040-i02,1941
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f040-i02-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f040-i02-p0003.jpg,1323,2048,3,dra037-s01-b003-f040-i02,1931
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f040-i03-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f040-i03-p0001.jpg,1431,2048,1,dra037-s01-b003-f040-i03,1983
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f040-i03-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f040-i03-p0002.jpg,2048,1603,2,dra037-s01-b003-f040-i03,1991
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f040-i03-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f040-i03-p0003.jpg,1295,2048,3,dra037-s01-b003-f040-i03,1950
