file_path,thumbnail,width,height,page_no,set_key,year
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f136-i01-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f136-i01-p0001.jpg,1302,2048,1,dra037-s01-b012-f136-i01,1974
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f136-i01-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f136-i01-p0002.jpg,1302,2048,2,dra037-s01-b012-f136-i01,1976
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f136-i01-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f136-i01-p0003.jpg,1302,2048,3,dra037-s01-b012-f136-i01,1914
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f136-i01-p0004.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f136-i01-p0004.jpg,1302,2048,4,dra037-s01-b012-f136-i01,1926
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f136-i02-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f136-i02-p0001.jpg,1122,2048,1,dra037-s01-b012-f136-i02,1934
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f136-i02-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f136-i02-p0002.jpg,1122,2048,2,dra037-s01-b012-f136-i02,1999
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f136-i02-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f136-i02-p0003.jpg,1122,2048,3,dra037-s01-b012-f136-i02,1983
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f136-i02-p0004.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f136-i02-p0004.jpg,1122,2048,4,dra037-s01-b012-f136-i02,1984
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f136-i02-p0005.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f136-i02-p0005.jpg,1122,2048,5,dra037-s01-b012-f136-i02,1936
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f136-i02-p0006.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f136-i02-p0006.jpg,1122,2048,6,dra037-s01-b012-f136-i02,1913
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f137-i01-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f137-i01-p0001.jpg,1632,2048,1,dra037-s01-b012-f137-i01,1981
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f137-i01-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f137-i01-p0002.jpg,1632,2048,2,dra037-s01-b012-f137-i01,1978
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f137-i01-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f137-i01-p0003.jpg,1632,2048,3,dra037-s01-b012-f137-i01,1992
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f137-i01-p0004.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f137-i01-p0004.jpg,1632,2048,4,dra037-s01-b012-f137-i01,1949
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f137-i01-p0005.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f137-i01-p0005.jpg,1632,2048,5,dra037-s01-b012-f137-i01,1952
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f137-i01-p0006.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f137-i01-p0006.jpg,1632,2048,6,dra037-s01-b012-f137-i01,1983
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f137-i01-p0007.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f137-i01-p0007.jpg,1632,2048,7,dra037-s01-b012-f137-i01,1974
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f137-i01-p0008.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f137-i01-p0008.jpg,1632,2048,8,dra037-s01-b012-f137-i01,1945
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f137-i01-p0009.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f137-i01-p0009.jpg,1632,2048,9,dra037-s01-b012-f137-i01,1912
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f137-i01-p0010.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f137-i01-p0010.jpg,1632,2048,10,dra037-s01-b012-f137-i01,1911
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f137-i01-p0011.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f137-i01-p0011.jpg,1632,2048,11,dra037-s01-b012-f137-i01,1947
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f137-i01-p0012.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f137-i01-p0012.jpg,1632,2048,12,dra037-s01-b012-f137-i01,1973
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f137-i01-p0013.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f137-i01-p0013.jpg,1632,2048,13,dra037-s01-b012-f137-i01,1924
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f137-i01-p0014.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f137-i01-p0014.jpg,1632,2048,14,dra037-s01-b012-f137-i01,1994
