file_path,thumbnail,width,height,page_no,set_key
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0001.jpg,2048,1746,1,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0002.jpg,2048,1794,2,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0003.jpg,2048,1794,3,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0004.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0004.jpg,2048,1782,4,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0005.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0005.jpg,2048,1746,5,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0006.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0006.jpg,2048,1746,6,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0007.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0007.jpg,2048,1746,7,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0008.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0008.jpg,2048,1746,8,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0009.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0009.jpg,2048,1746,9,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0010.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0010.jpg,2048,1746,10,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0011.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0011.jpg,2048,1746,11,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0012.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0012.jpg,2048,1699,12,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0013.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0013.jpg,2048,1776,13,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0014.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0014.jpg,2048,1761,14,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0015.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0015.jpg,2048,1746,15,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0016.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0016.jpg,2048,1746,16,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0017.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0017.jpg,2048,1746,17,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0018.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0018.jpg,2048,1746,18,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0019.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0019.jpg,2048,1746,19,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0020.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0020.jpg,2048,1746,20,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0021.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0021.jpg,2048,1746,21,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0022.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0022.jpg,2048,1758,22,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0023.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0023.jpg,2048,1758,23,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0024.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0024.jpg,2048,1758,24,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0025.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0025.jpg,2048,1758,25,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0026.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0026.jpg,2048,1758,26,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0027.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0027.jpg,2048,1758,27,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0028.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0028.jpg,2048,1758,28,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0029.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0029.jpg,2048,1758,29,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0030.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0030.jpg,2048,1758,30,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0031.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0031.jpg,2048,1758,31,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i01-p0032.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i01-p0032.jpg,2048,1758,32,dra037-s01-b012-f148-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i02-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i02-p0001.jpg,2048,1733,1,dra037-s01-b012-f148-i02
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i02-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i02-p0002.jpg,2048,1733,2,dra037-s01-b012-f148-i02
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i02-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i02-p0003.jpg,2048,1733,3,dra037-s01-b012-f148-i02
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i02-p0004.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i02-p0004.jpg,2048,1715,4,dra037-s01-b012-f148-i02
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i02-p0005.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i02-p0005.jpg,2048,1733,5,dra037-s01-b012-f148-i02
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i02-p0006.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i02-p0006.jpg,2048,1748,6,dra037-s01-b012-f148-i02
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i02-p0007.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i02-p0007.jpg,2048,1733,7,dra037-s01-b012-f148-i02
http://hcremacmini01.library.yale.edu/images/dra037-s01-b012-f148-i02-p0008.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b012-f148-i02-p0008.jpg,2048,1731,8,dra037-s01-b012-f148-i02
