Box,Folder,item,accession number,Title,Play dates,Year,Written by,Director,Location,Notes,Multiplay,Non-Theatrical,era,era,height,width
6,75,6,dra037-s01-b006-f075-i06-p0003,Spring Awakening,Dec.,1981,Frank Wedekind,Jim Peskin,Yale School of Drama,Translated by Edward Bond.,,,,lloyd_richards,2048,1306
6,75,6,dra037-s01-b006-f075-i06-p0004,Spring Awakening,Dec.,1981,Frank Wedekind,Jim Peskin,Yale School of Drama,Translated by Edward Bond.,,,,lloyd_richards,2048,1301
6,75,8,dra037-s01-b006-f075-i08-p0001,Pillars of Society,Feb. 11-14,1982,Henrik Ibsen,Earle R. Gister,Yale School of Drama,Translated by Rolf Fjelde.,,,,lloyd_richards,2048,1668
6,75,8,dra037-s01-b006-f075-i08-p0002,Pillars of Society,Feb. 11-14,1982,Henrik Ibsen,Earle R. Gister,Yale School of Drama,Translated by Rolf Fjelde.,,,,lloyd_richards,2048,1676
6,75,8,dra037-s01-b006-f075-i08-p0003,Pillars of Society,Feb. 11-14,1982,Henrik Ibsen,Earle R. Gister,Yale School of Drama,Translated by Rolf Fjelde.,,,,lloyd_richards,2048,1676
6,75,8,dra037-s01-b006-f075-i08-p0004,Pillars of Society,Feb. 11-14,1982,Henrik Ibsen,Earle R. Gister,Yale School of Drama,Translated by Rolf Fjelde.,,,,lloyd_richards,2048,1676
6,76,1,dra037-s01-b006-f076-i01-p0001,Lear Dream,Feb. 18-20,1982,,Chris Angermann,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1585
6,76,2,dra037-s01-b006-f076-i02-p0001,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1408
6,76,2,dra037-s01-b006-f076-i02-p0002,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1399
6,76,2,dra037-s01-b006-f076-i02-p0003,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1410
6,76,2,dra037-s01-b006-f076-i02-p0004,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1397
6,76,2,dra037-s01-b006-f076-i02-p0005,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1403
6,76,2,dra037-s01-b006-f076-i02-p0006,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1404
6,76,2,dra037-s01-b006-f076-i02-p0007,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1394
6,76,2,dra037-s01-b006-f076-i02-p0008,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1356
6,76,2,dra037-s01-b006-f076-i02-p0009,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1412
6,76,2,dra037-s01-b006-f076-i02-p0010,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1413
6,76,2,dra037-s01-b006-f076-i02-p0011,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1392
6,76,2,dra037-s01-b006-f076-i02-p0012,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1406
6,76,2,dra037-s01-b006-f076-i02-p0013,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1385
6,76,2,dra037-s01-b006-f076-i02-p0014,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1392
6,76,2,dra037-s01-b006-f076-i02-p0015,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1380
6,76,2,dra037-s01-b006-f076-i02-p0016,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1388
6,76,2,dra037-s01-b006-f076-i02-p0017,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1377
6,76,2,dra037-s01-b006-f076-i02-p0018,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1395
6,76,2,dra037-s01-b006-f076-i02-p0019,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1409
6,76,2,dra037-s01-b006-f076-i02-p0020,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1360
6,76,2,dra037-s01-b006-f076-i02-p0021,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1363
6,76,2,dra037-s01-b006-f076-i02-p0022,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1395
6,76,2,dra037-s01-b006-f076-i02-p0023,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1367
6,76,2,dra037-s01-b006-f076-i02-p0024,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1404
6,76,2,dra037-s01-b006-f076-i02-p0025,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1357
6,76,2,dra037-s01-b006-f076-i02-p0026,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1412
6,76,2,dra037-s01-b006-f076-i02-p0027,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1366
6,76,2,dra037-s01-b006-f076-i02-p0028,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1383
6,76,2,dra037-s01-b006-f076-i02-p0029,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1365
6,76,2,dra037-s01-b006-f076-i02-p0030,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1404
6,76,2,dra037-s01-b006-f076-i02-p0031,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1369
6,76,2,dra037-s01-b006-f076-i02-p0032,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1412
6,76,2,dra037-s01-b006-f076-i02-p0033,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1368
6,76,2,dra037-s01-b006-f076-i02-p0034,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1372
6,76,2,dra037-s01-b006-f076-i02-p0035,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1369
6,76,2,dra037-s01-b006-f076-i02-p0036,Master Harold É & the boys,Mar. 12,1982,Athol Fugard,Athol Fugard,"""Yale  School of Drama, Yale Repertory Theatre""",Artsit Director: Lloyd Richards.,,,,lloyd_richards,2048,1410
6,76,3,dra037-s01-b006-f076-i03-p0001,Hamlet,,1981/1982,William Shakespeare,Rob Barron,"""Yale  School of Drama, Studio 2000""",,,,,lloyd_richards,2048,1568
6,76,3,dra037-s01-b006-f076-i03-p0002,Hamlet,,1981/1982,William Shakespeare,Rob Barron,"""Yale  School of Drama, Studio 2000""",,,,,lloyd_richards,2048,1572
6,76,4,dra037-s01-b006-f076-i04-p0001,As I Lay Dying,Mar. & Apr.,1982,William Faulkner,Grafton Mouen,Yale School of Drama,,,,,lloyd_richards,2048,1663
6,76,4,dra037-s01-b006-f076-i04-p0002,As I Lay Dying,Mar. & Apr.,1982,William Faulkner,Grafton Mouen,Yale School of Drama,,,,,lloyd_richards,2048,1672
6,76,4,dra037-s01-b006-f076-i04-p0003,As I Lay Dying,Mar. & Apr.,1982,William Faulkner,Grafton Mouen,Yale School of Drama,,,,,lloyd_richards,2048,1663
6,76,4,dra037-s01-b006-f076-i04-p0004,As I Lay Dying,Mar. & Apr.,1982,William Faulkner,Grafton Mouen,Yale School of Drama,,,,,lloyd_richards,2048,1663
6,76,5,dra037-s01-b006-f076-i05-p0001,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1396
6,76,5,dra037-s01-b006-f076-i05-p0002,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1393
6,76,5,dra037-s01-b006-f076-i05-p0003,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1397
6,76,5,dra037-s01-b006-f076-i05-p0004,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1384
6,76,5,dra037-s01-b006-f076-i05-p0005,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1397
6,76,5,dra037-s01-b006-f076-i05-p0006,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1390
6,76,5,dra037-s01-b006-f076-i05-p0007,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1397
6,76,5,dra037-s01-b006-f076-i05-p0008,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1387
6,76,5,dra037-s01-b006-f076-i05-p0009,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1397
6,76,5,dra037-s01-b006-f076-i05-p0010,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1402
6,76,5,dra037-s01-b006-f076-i05-p0011,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1397
6,76,5,dra037-s01-b006-f076-i05-p0012,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1397
6,76,5,dra037-s01-b006-f076-i05-p0013,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1397
6,76,5,dra037-s01-b006-f076-i05-p0014,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1396
6,76,5,dra037-s01-b006-f076-i05-p0015,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1397
6,76,5,dra037-s01-b006-f076-i05-p0016,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1379
6,76,5,dra037-s01-b006-f076-i05-p0017,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1349
6,76,5,dra037-s01-b006-f076-i05-p0018,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1394
6,76,5,dra037-s01-b006-f076-i05-p0019,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1397
6,76,5,dra037-s01-b006-f076-i05-p0020,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1458
6,76,5,dra037-s01-b006-f076-i05-p0021,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1415
6,76,5,dra037-s01-b006-f076-i05-p0022,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1410
6,76,5,dra037-s01-b006-f076-i05-p0023,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1381
6,76,5,dra037-s01-b006-f076-i05-p0024,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1414
6,76,5,dra037-s01-b006-f076-i05-p0025,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1382
6,76,5,dra037-s01-b006-f076-i05-p0026,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1430
6,76,5,dra037-s01-b006-f076-i05-p0027,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1384
6,76,5,dra037-s01-b006-f076-i05-p0028,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1384
6,76,5,dra037-s01-b006-f076-i05-p0029,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1384
6,76,5,dra037-s01-b006-f076-i05-p0030,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1379
6,76,5,dra037-s01-b006-f076-i05-p0031,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1384
6,76,5,dra037-s01-b006-f076-i05-p0032,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1370
6,76,5,dra037-s01-b006-f076-i05-p0033,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1384
6,76,5,dra037-s01-b006-f076-i05-p0034,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1377
6,76,5,dra037-s01-b006-f076-i05-p0035,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1384
6,76,5,dra037-s01-b006-f076-i05-p0036,Johnny Bull,Apr. 9,1982,Kathleen Betsko,Lloyd Richards,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1384
6,76,6,dra037-s01-b006-f076-i06-p0001,Paint the Town Blue,Apr. 25,1982,,Walton Jones & Steve Lawson,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1356
6,76,6,dra037-s01-b006-f076-i06-p0002,Paint the Town Blue,Apr. 25,1982,,Walton Jones & Steve Lawson,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1356
6,76,6,dra037-s01-b006-f076-i06-p0003,Paint the Town Blue,Apr. 25,1982,,Walton Jones & Steve Lawson,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1356
6,76,6,dra037-s01-b006-f076-i06-p0004,Paint the Town Blue,Apr. 25,1982,,Walton Jones & Steve Lawson,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1348
6,76,6,dra037-s01-b006-f076-i06-p0005,Paint the Town Blue,Apr. 25,1982,,Walton Jones & Steve Lawson,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1356
6,76,6,dra037-s01-b006-f076-i06-p0006,Paint the Town Blue,Apr. 25,1982,,Walton Jones & Steve Lawson,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1356
6,76,6,dra037-s01-b006-f076-i06-p0007,Paint the Town Blue,Apr. 25,1982,,Walton Jones & Steve Lawson,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1333
6,76,6,dra037-s01-b006-f076-i06-p0008,Paint the Town Blue,Apr. 25,1982,,Walton Jones & Steve Lawson,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1355
6,76,6,dra037-s01-b006-f076-i06-p0009,Paint the Town Blue,Apr. 25,1982,,Walton Jones & Steve Lawson,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1356
6,76,6,dra037-s01-b006-f076-i06-p0010,Paint the Town Blue,Apr. 25,1982,,Walton Jones & Steve Lawson,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1341
6,76,6,dra037-s01-b006-f076-i06-p0011,Paint the Town Blue,Apr. 25,1982,,Walton Jones & Steve Lawson,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1356
6,76,6,dra037-s01-b006-f076-i06-p0012,Paint the Town Blue,Apr. 25,1982,,Walton Jones & Steve Lawson,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1356
6,76,7,dra037-s01-b006-f076-i07-p0001,The Master Builder,Mar. 24-26,1982,Henrik Ibsen,Michael Zelenak,"""Yale  School of Drama, Anexx 205 Park""",Translated by Rolf Fjelde.,,,,lloyd_richards,1330,2048
6,77,1,dra037-s01-b006-f077-i01-p0001,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1400
6,77,1,dra037-s01-b006-f077-i01-p0002,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1400
6,77,1,dra037-s01-b006-f077-i01-p0003,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1400
6,77,1,dra037-s01-b006-f077-i01-p0004,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1413
6,77,1,dra037-s01-b006-f077-i01-p0005,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1415
6,77,1,dra037-s01-b006-f077-i01-p0006,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1417
6,77,1,dra037-s01-b006-f077-i01-p0007,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1384
6,77,1,dra037-s01-b006-f077-i01-p0008,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1413
6,77,1,dra037-s01-b006-f077-i01-p0009,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1399
6,77,1,dra037-s01-b006-f077-i01-p0010,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1400
6,77,1,dra037-s01-b006-f077-i01-p0011,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1378
6,77,1,dra037-s01-b006-f077-i01-p0012,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1423
6,77,1,dra037-s01-b006-f077-i01-p0013,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1395
6,77,1,dra037-s01-b006-f077-i01-p0014,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1409
6,77,1,dra037-s01-b006-f077-i01-p0015,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1373
6,77,1,dra037-s01-b006-f077-i01-p0016,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1405
6,77,1,dra037-s01-b006-f077-i01-p0017,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1382
6,77,1,dra037-s01-b006-f077-i01-p0018,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1415
6,77,1,dra037-s01-b006-f077-i01-p0019,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1380
6,77,1,dra037-s01-b006-f077-i01-p0020,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1404
6,77,1,dra037-s01-b006-f077-i01-p0021,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1359
6,77,1,dra037-s01-b006-f077-i01-p0022,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1436
6,77,1,dra037-s01-b006-f077-i01-p0023,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1363
6,77,1,dra037-s01-b006-f077-i01-p0024,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1378
6,77,1,dra037-s01-b006-f077-i01-p0025,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1360
6,77,1,dra037-s01-b006-f077-i01-p0026,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1376
6,77,1,dra037-s01-b006-f077-i01-p0027,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1369
6,77,1,dra037-s01-b006-f077-i01-p0028,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1376
6,77,1,dra037-s01-b006-f077-i01-p0029,Love's Labor's Lost,May 7,1982,William Shakespeare,Mladen Kiselov,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,lloyd_richards,2048,1365
