Box,Folder,item,accession number,Title,Play dates,Year,Written by,Director,Location,Notes,Multiplay,Non-Theatrical,era,era,height,width
2,28,8,dra037-s01-b002-f028-i08-p0006,The Sea Gull,Feb. 16-19 & Feb. 22,1955,"""Chekov, Anton""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1540,2048
2,28,8,dra037-s01-b002-f028-i08-p0007,The Sea Gull,Feb. 16-19 & Feb. 22,1955,"""Chekov, Anton""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1540,2048
2,28,8,dra037-s01-b002-f028-i08-p0008,The Sea Gull,Feb. 16-19 & Feb. 22,1955,"""Chekov, Anton""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1543,2048
2,28,8,dra037-s01-b002-f028-i08-p0009,The Sea Gull,Feb. 16-19 & Feb. 22,1955,"""Chekov, Anton""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1543,2048
2,28,8,dra037-s01-b002-f028-i08-p0010,The Sea Gull,Feb. 16-19 & Feb. 22,1955,"""Chekov, Anton""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1543,2048
2,28,8,dra037-s01-b002-f028-i08-p0011,The Sea Gull,Feb. 16-19 & Feb. 22,1955,"""Chekov, Anton""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1543,2048
2,28,8,dra037-s01-b002-f028-i08-p0012,The Sea Gull,Feb. 16-19 & Feb. 22,1955,"""Chekov, Anton""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1550,2048
2,28,8,dra037-s01-b002-f028-i08-p0013,The Sea Gull,Feb. 16-19 & Feb. 22,1955,"""Chekov, Anton""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1558,2048
2,29,1,dra037-s01-b002-f029-i01-p0001,Juno and The Paycock,Mar. 16-18,1955,"""O'Casey, Sean""",,"""Yale  School of Drama, Yale Repertory Theatre""",A Drama 140 Workshop Production.,,,,founding_era,2048,1581
2,29,2,dra037-s01-b002-f029-i02-p0001,The Taming of the Shrew,Apr. 19-23,1955,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,2048,1370
2,29,2,dra037-s01-b002-f029-i02-p0002,The Taming of the Shrew,Apr. 19-23,1955,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1540,2048
2,29,2,dra037-s01-b002-f029-i02-p0003,The Taming of the Shrew,Apr. 19-23,1955,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1540,2048
2,29,2,dra037-s01-b002-f029-i02-p0004,The Taming of the Shrew,Apr. 19-23,1955,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1540,2048
2,29,2,dra037-s01-b002-f029-i02-p0005,The Taming of the Shrew,Apr. 19-23,1955,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1540,2048
2,29,2,dra037-s01-b002-f029-i02-p0006,The Taming of the Shrew,Apr. 19-23,1955,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1540,2048
2,29,2,dra037-s01-b002-f029-i02-p0007,The Taming of the Shrew,Apr. 19-23,1955,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1514,2048
2,29,2,dra037-s01-b002-f029-i02-p0008,The Taming of the Shrew,Apr. 19-23,1955,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1531,2048
2,29,2,dra037-s01-b002-f029-i02-p0009,The Taming of the Shrew,Apr. 19-23,1955,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1546,2048
2,29,2,dra037-s01-b002-f029-i02-p0010,The Taming of the Shrew,Apr. 19-23,1955,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1546,2048
2,29,2,dra037-s01-b002-f029-i02-p0011,The Taming of the Shrew,Apr. 19-23,1955,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1546,2048
2,29,2,dra037-s01-b002-f029-i02-p0012,The Taming of the Shrew,Apr. 19-23,1955,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1546,2048
2,29,2,dra037-s01-b002-f029-i02-p0013,The Taming of the Shrew,Apr. 19-23,1955,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1546,2048
2,29,2,dra037-s01-b002-f029-i02-p0014,The Taming of the Shrew,Apr. 19-23,1955,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1529,2048
2,29,2,dra037-s01-b002-f029-i02-p0015,The Taming of the Shrew,Apr. 19-23,1955,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1546,2048
2,29,2,dra037-s01-b002-f029-i02-p0016,The Taming of the Shrew,Apr. 19-23,1955,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1559,2048
2,29,3,dra037-s01-b002-f029-i03-p0001,The God Men,May 3-6,1955,J. Di Salvo III,,"""Yale  School of Drama, Yale Repertory Theatre""",A Drama 140 Workshop Production.,,,,founding_era,2048,1595
2,29,4,dra037-s01-b002-f029-i04-p0001,Dark of the Moon,May 12-13,1955,"""Berney, David|Richardson, Howard""",,"""Yale  School of Drama, Yale Repertory Theatre""",A Drama 140 Workshop Production.,,,,founding_era,2048,1577
2,29,5,dra037-s01-b002-f029-i05-p0001,Colombe,Feb. 26-28 & Mar. 5-7,1955,,Leo Lavandero,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,2048,1323
2,29,5,dra037-s01-b002-f029-i05-p0002,Colombe,Feb. 26-28 & Mar. 5-7,1955,,Leo Lavandero,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1588,2048
2,29,5,dra037-s01-b002-f029-i05-p0003,Colombe,Feb. 26-28 & Mar. 5-7,1955,,Leo Lavandero,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1588,2048
2,29,5,dra037-s01-b002-f029-i05-p0004,Colombe,Feb. 26-28 & Mar. 5-7,1955,,Leo Lavandero,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1588,2048
2,29,5,dra037-s01-b002-f029-i05-p0005,Colombe,Feb. 26-28 & Mar. 5-7,1955,,Leo Lavandero,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1591,2048
2,29,5,dra037-s01-b002-f029-i05-p0006,Colombe,Feb. 26-28 & Mar. 5-7,1955,,Leo Lavandero,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1574,2048
2,29,5,dra037-s01-b002-f029-i05-p0007,Colombe,Feb. 26-28 & Mar. 5-7,1955,,Leo Lavandero,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1591,2048
2,29,5,dra037-s01-b002-f029-i05-p0008,Colombe,Feb. 26-28 & Mar. 5-7,1955,,Leo Lavandero,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1591,2048
2,30,1,dra037-s01-b002-f030-i01-p0001,C. J.,Oct. 19-21,1955,"""Doherty, J. Stephen""",,"""Yale  School of Drama, Yale Repertory Theatre""",A Drama 140 Workshop Production.,,,,founding_era,2048,1159
2,30,2,dra037-s01-b002-f030-i02-p0001,Cock-A-Doodle Dandy,Nov. 1-5,1955,"""O'Casey, Sean""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,2048,1373
2,30,2,dra037-s01-b002-f030-i02-p0002,Cock-A-Doodle Dandy,Nov. 1-5,1955,"""O'Casey, Sean""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1530,2048
2,30,2,dra037-s01-b002-f030-i02-p0003,Cock-A-Doodle Dandy,Nov. 1-5,1955,"""O'Casey, Sean""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1530,2048
2,30,2,dra037-s01-b002-f030-i02-p0004,Cock-A-Doodle Dandy,Nov. 1-5,1955,"""O'Casey, Sean""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1536,2048
2,30,2,dra037-s01-b002-f030-i02-p0005,Cock-A-Doodle Dandy,Nov. 1-5,1955,"""O'Casey, Sean""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1536,2048
2,30,2,dra037-s01-b002-f030-i02-p0006,Cock-A-Doodle Dandy,Nov. 1-5,1955,"""O'Casey, Sean""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1536,2048
2,30,2,dra037-s01-b002-f030-i02-p0007,Cock-A-Doodle Dandy,Nov. 1-5,1955,"""O'Casey, Sean""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1536,2048
2,30,2,dra037-s01-b002-f030-i02-p0008,Cock-A-Doodle Dandy,Nov. 1-5,1955,"""O'Casey, Sean""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1524,2048
2,30,2,dra037-s01-b002-f030-i02-p0009,Cock-A-Doodle Dandy,Nov. 1-5,1955,"""O'Casey, Sean""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1524,2048
2,30,2,dra037-s01-b002-f030-i02-p0010,Cock-A-Doodle Dandy,Nov. 1-5,1955,"""O'Casey, Sean""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1524,2048
2,30,2,dra037-s01-b002-f030-i02-p0011,Cock-A-Doodle Dandy,Nov. 1-5,1955,"""O'Casey, Sean""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1540,2048
2,30,2,dra037-s01-b002-f030-i02-p0012,Cock-A-Doodle Dandy,Nov. 1-5,1955,"""O'Casey, Sean""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1540,2048
2,30,2,dra037-s01-b002-f030-i02-p0013,Cock-A-Doodle Dandy,Nov. 1-5,1955,"""O'Casey, Sean""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1517,2048
2,30,2,dra037-s01-b002-f030-i02-p0014,Cock-A-Doodle Dandy,Nov. 1-5,1955,"""O'Casey, Sean""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1549,2048
2,30,3,dra037-s01-b002-f030-i03-p0001,The Good Hope,Nov. 9-12,1955,"""Hiejermans, Herman""",,"""Yale  School of Drama, Yale Repertory Theatre""",A Drama 140 Workshop Production.,,,,founding_era,2048,1177
2,30,4,dra037-s01-b002-f030-i04-p0001,The Unexpected Truth (Il Processo A Gesu),Dec. 12-17,1955,"""Fabbri, Diego""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,2048,1375
2,30,4,dra037-s01-b002-f030-i04-p0002,The Unexpected Truth (Il Processo A Gesu),Dec. 12-17,1955,"""Fabbri, Diego""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1542,2048
2,30,4,dra037-s01-b002-f030-i04-p0003,The Unexpected Truth (Il Processo A Gesu),Dec. 12-17,1955,"""Fabbri, Diego""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1521,2048
2,30,4,dra037-s01-b002-f030-i04-p0004,The Unexpected Truth (Il Processo A Gesu),Dec. 12-17,1955,"""Fabbri, Diego""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1521,2048
2,30,4,dra037-s01-b002-f030-i04-p0005,The Unexpected Truth (Il Processo A Gesu),Dec. 12-17,1955,"""Fabbri, Diego""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1521,2048
2,30,4,dra037-s01-b002-f030-i04-p0006,The Unexpected Truth (Il Processo A Gesu),Dec. 12-17,1955,"""Fabbri, Diego""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1521,2048
2,30,4,dra037-s01-b002-f030-i04-p0007,The Unexpected Truth (Il Processo A Gesu),Dec. 12-17,1955,"""Fabbri, Diego""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1521,2048
2,30,4,dra037-s01-b002-f030-i04-p0008,The Unexpected Truth (Il Processo A Gesu),Dec. 12-17,1955,"""Fabbri, Diego""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1521,2048
2,30,4,dra037-s01-b002-f030-i04-p0009,The Unexpected Truth (Il Processo A Gesu),Dec. 12-17,1955,"""Fabbri, Diego""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1521,2048
2,30,4,dra037-s01-b002-f030-i04-p0010,The Unexpected Truth (Il Processo A Gesu),Dec. 12-17,1955,"""Fabbri, Diego""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1521,2048
2,30,4,dra037-s01-b002-f030-i04-p0011,The Unexpected Truth (Il Processo A Gesu),Dec. 12-17,1955,"""Fabbri, Diego""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1521,2048
2,30,4,dra037-s01-b002-f030-i04-p0012,The Unexpected Truth (Il Processo A Gesu),Dec. 12-17,1955,"""Fabbri, Diego""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1521,2048
2,30,4,dra037-s01-b002-f030-i04-p0013,The Unexpected Truth (Il Processo A Gesu),Dec. 12-17,1955,"""Fabbri, Diego""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1521,2048
2,30,4,dra037-s01-b002-f030-i04-p0014,The Unexpected Truth (Il Processo A Gesu),Dec. 12-17,1955,"""Fabbri, Diego""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1521,2048
2,30,4,dra037-s01-b002-f030-i04-p0015,The Unexpected Truth (Il Processo A Gesu),Dec. 12-17,1955,"""Fabbri, Diego""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1521,2048
2,30,5,dra037-s01-b002-f030-i05-p0001,The Innocents,Jan. 20-21,1956,"""Archibald, William""",,"""Yale  School of Drama, Yale Repertory Theatre""",A Drama 140 Workshop Production.,,,,founding_era,2048,1000
2,30,6,dra037-s01-b002-f030-i06-p0001,Henry V,Jan. 25-28,1956,William Shakespeare,,"""Yale School of Drama, Experimental Theatre. .""",A Drama 140 Workshop Production.,,,,founding_era,2048,938
2,30,7,dra037-s01-b002-f030-i07-p0001,Coriolanus,Feb. 16-18 & Feb. 20-21,1956,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,2048,1390
2,30,7,dra037-s01-b002-f030-i07-p0002,Coriolanus,Feb. 16-18 & Feb. 20-21,1956,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1512,2048
2,30,7,dra037-s01-b002-f030-i07-p0003,Coriolanus,Feb. 16-18 & Feb. 20-21,1956,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1512,2048
2,30,7,dra037-s01-b002-f030-i07-p0004,Coriolanus,Feb. 16-18 & Feb. 20-21,1956,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1512,2048
2,30,7,dra037-s01-b002-f030-i07-p0005,Coriolanus,Feb. 16-18 & Feb. 20-21,1956,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1512,2048
2,30,7,dra037-s01-b002-f030-i07-p0006,Coriolanus,Feb. 16-18 & Feb. 20-21,1956,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1512,2048
2,30,7,dra037-s01-b002-f030-i07-p0007,Coriolanus,Feb. 16-18 & Feb. 20-21,1956,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1512,2048
2,30,7,dra037-s01-b002-f030-i07-p0008,Coriolanus,Feb. 16-18 & Feb. 20-21,1956,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1520,2048
2,30,7,dra037-s01-b002-f030-i07-p0009,Coriolanus,Feb. 16-18 & Feb. 20-21,1956,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1520,2048
2,30,7,dra037-s01-b002-f030-i07-p0010,Coriolanus,Feb. 16-18 & Feb. 20-21,1956,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1520,2048
2,30,7,dra037-s01-b002-f030-i07-p0011,Coriolanus,Feb. 16-18 & Feb. 20-21,1956,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1520,2048
2,30,7,dra037-s01-b002-f030-i07-p0012,Coriolanus,Feb. 16-18 & Feb. 20-21,1956,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1520,2048
2,30,7,dra037-s01-b002-f030-i07-p0013,Coriolanus,Feb. 16-18 & Feb. 20-21,1956,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1520,2048
2,30,7,dra037-s01-b002-f030-i07-p0014,Coriolanus,Feb. 16-18 & Feb. 20-21,1956,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1520,2048
2,30,7,dra037-s01-b002-f030-i07-p0015,Coriolanus,Feb. 16-18 & Feb. 20-21,1956,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1520,2048
2,30,7,dra037-s01-b002-f030-i07-p0016,Coriolanus,Feb. 16-18 & Feb. 20-21,1956,William Shakespeare,Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1520,2048
2,30,8,dra037-s01-b002-f030-i08-p0001,The Servant of Two Masters ,Mar. 13-16,1956,"""Goldoni, Carlo""",,"""Yale  School of Drama, Yale Repertory Theatre""",A Drama 140 Workshop Production.,,,,founding_era,2048,1015
2,30,9,dra037-s01-b002-f030-i09-p0001,As Any Lady Should,Mar. 18,1956,"""Fowle, Donald Wallace""",,"""Yale  School of Drama, Yale Repertory Theatre""",A Drama 140 Workshop Production.,,,,founding_era,2048,1585
2,30,10,dra037-s01-b002-f030-i10-p0001,The Ride to Glory,Apr. 15-18,1956,"""Clauss, H. N.""",,"""Yale  School of Drama, Yale Repertory Theatre""",A Drama 140 Workshop Production.,,,,founding_era,2048,916
2,30,11,dra037-s01-b002-f030-i11-p0001,Love and How to Cure It,Apr. 20,1956,"""Wilder, Thornton""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,2048,1328
2,30,11,dra037-s01-b002-f030-i11-p0002,Love and How to Cure It,Apr. 20,1956,"""Wilder, Thornton""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1578,2048
2,30,12,dra037-s01-b002-f030-i12-p0001,A True and Special Friend,Apr. 24-28,1956,"""Snyder, William Hartwell""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,2048,1380
2,30,12,dra037-s01-b002-f030-i12-p0002,A True and Special Friend,Apr. 24-28,1956,"""Snyder, William Hartwell""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1516,2048
2,30,12,dra037-s01-b002-f030-i12-p0003,A True and Special Friend,Apr. 24-28,1956,"""Snyder, William Hartwell""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1516,2048
2,30,12,dra037-s01-b002-f030-i12-p0004,A True and Special Friend,Apr. 24-28,1956,"""Snyder, William Hartwell""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1516,2048
2,30,12,dra037-s01-b002-f030-i12-p0005,A True and Special Friend,Apr. 24-28,1956,"""Snyder, William Hartwell""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1516,2048
2,30,12,dra037-s01-b002-f030-i12-p0006,A True and Special Friend,Apr. 24-28,1956,"""Snyder, William Hartwell""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1516,2048
2,30,12,dra037-s01-b002-f030-i12-p0007,A True and Special Friend,Apr. 24-28,1956,"""Snyder, William Hartwell""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1522,2048
2,30,12,dra037-s01-b002-f030-i12-p0008,A True and Special Friend,Apr. 24-28,1956,"""Snyder, William Hartwell""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1522,2048
2,30,12,dra037-s01-b002-f030-i12-p0009,A True and Special Friend,Apr. 24-28,1956,"""Snyder, William Hartwell""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1522,2048
2,30,12,dra037-s01-b002-f030-i12-p0010,A True and Special Friend,Apr. 24-28,1956,"""Snyder, William Hartwell""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1556,2048
2,30,12,dra037-s01-b002-f030-i12-p0011,A True and Special Friend,Apr. 24-28,1956,"""Snyder, William Hartwell""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1513,2048
2,30,12,dra037-s01-b002-f030-i12-p0012,A True and Special Friend,Apr. 24-28,1956,"""Snyder, William Hartwell""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1513,2048
2,30,13,dra037-s01-b002-f030-i13-p0001,Pantomania,May 14-,1956,"""Bruns, Phil""",,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,2048,1121
2,31,1,dra037-s01-b002-f031-i01-p0001,Solidarity Forever,Oct. 24-27,1956,"""Waldau, Roy S.""",,"""Yale School of Drama, Experimental Theatre. .""",A Drama 140 Workshop Production.,,,,founding_era,2048,819
2,31,2,dra037-s01-b002-f031-i02-p0001,The Way of the World,Nov. 28-30 & Dec. 1-2,1956,"""Congreve, William""",,"""Yale School of Drama, Experimental Theatre. .""",A Drama 140 Workshop Production.,,,,founding_era,2048,833
2,31,3,dra037-s01-b002-f031-i03-p0001,Misalliance,Nov. 28-30 & Dec. 1-2,1956,"""Shaw, George Bernard""",Nikos Psacharopoulos,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,2048,1368
2,31,3,dra037-s01-b002-f031-i03-p0002,Misalliance,Nov. 28-30 & Dec. 1-2,1956,"""Shaw, George Bernard""",Nikos Psacharopoulos,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1548,2048
2,31,3,dra037-s01-b002-f031-i03-p0003,Misalliance,Nov. 28-30 & Dec. 1-2,1956,"""Shaw, George Bernard""",Nikos Psacharopoulos,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1548,2048
2,31,3,dra037-s01-b002-f031-i03-p0004,Misalliance,Nov. 28-30 & Dec. 1-2,1956,"""Shaw, George Bernard""",Nikos Psacharopoulos,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1548,2048
2,31,3,dra037-s01-b002-f031-i03-p0005,Misalliance,Nov. 28-30 & Dec. 1-2,1956,"""Shaw, George Bernard""",Nikos Psacharopoulos,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1548,2048
2,31,3,dra037-s01-b002-f031-i03-p0006,Misalliance,Nov. 28-30 & Dec. 1-2,1956,"""Shaw, George Bernard""",Nikos Psacharopoulos,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1548,2048
2,31,3,dra037-s01-b002-f031-i03-p0007,Misalliance,Nov. 28-30 & Dec. 1-2,1956,"""Shaw, George Bernard""",Nikos Psacharopoulos,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1556,2048
2,31,3,dra037-s01-b002-f031-i03-p0008,Misalliance,Nov. 28-30 & Dec. 1-2,1956,"""Shaw, George Bernard""",Nikos Psacharopoulos,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1549,2048
2,31,4,dra037-s01-b002-f031-i04-p0001,The Bridge,Dec. 13-18,1956,"""Caldwell, Joseph""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,2048,1380
2,31,4,dra037-s01-b002-f031-i04-p0002,The Bridge,Dec. 13-18,1956,"""Caldwell, Joseph""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1522,2048
2,31,4,dra037-s01-b002-f031-i04-p0003,The Bridge,Dec. 13-18,1956,"""Caldwell, Joseph""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1522,2048
2,31,4,dra037-s01-b002-f031-i04-p0004,The Bridge,Dec. 13-18,1956,"""Caldwell, Joseph""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1522,2048
2,31,4,dra037-s01-b002-f031-i04-p0005,The Bridge,Dec. 13-18,1956,"""Caldwell, Joseph""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1522,2048
2,31,4,dra037-s01-b002-f031-i04-p0006,The Bridge,Dec. 13-18,1956,"""Caldwell, Joseph""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1516,2048
2,31,4,dra037-s01-b002-f031-i04-p0007,The Bridge,Dec. 13-18,1956,"""Caldwell, Joseph""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1522,2048
2,31,4,dra037-s01-b002-f031-i04-p0008,The Bridge,Dec. 13-18,1956,"""Caldwell, Joseph""",Frank McMullan,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1522,2048
2,31,5,dra037-s01-b002-f031-i05-p0001,An Italian Straw Hat,Jan. 30-31 & Feb. 1-3,1957,"""Labiche, Eugene|Marc-Michel""",,"""Yale School of Drama, Experimental Theatre. .""",A Drama 140 Workshop Production.,,,,founding_era,2048,842
2,31,6,dra037-s01-b002-f031-i06-p0001,Caesar and Cleopatra,Jan. 30-31 & Feb. 1-3,1957,"""Shaw, George Bernard""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,2048,1365
2,31,6,dra037-s01-b002-f031-i06-p0002,Caesar and Cleopatra,Jan. 30-31 & Feb. 1-3,1957,"""Shaw, George Bernard""",F. Curtis Canfield,"""Yale  School of Drama, Yale Repertory Theatre""",,,,,founding_era,1552,2048
