file_path,thumbnail,width,height,page_no,set_key,year,written_by,director,location
http://hcremacmini01.library.yale.edu/images/dra037-s01-b005-f066-i04-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b005-f066-i04-p0001.jpg,1346,2048,1,howard_stein,1972,Henrik Ibsen,David Schweizer,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b005-f066-i04-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b005-f066-i04-p0002.jpg,1346,2048,2,howard_stein,1972,Henrik Ibsen,David Schweizer,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b005-f066-i04-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b005-f066-i04-p0003.jpg,1362,2048,3,howard_stein,1972,Henrik Ibsen,David Schweizer,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b005-f066-i04-p0004.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b005-f066-i04-p0004.jpg,1362,2048,4,howard_stein,1972,Henrik Ibsen,David Schweizer,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b005-f066-i04-p0005.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b005-f066-i04-p0005.jpg,1349,2048,5,howard_stein,1972,Henrik Ibsen,David Schweizer,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b005-f066-i04-p0006.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b005-f066-i04-p0006.jpg,1345,2048,6,howard_stein,1972,Henrik Ibsen,David Schweizer,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b005-f066-i04-p0007.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b005-f066-i04-p0007.jpg,1326,2048,7,howard_stein,1972,Henrik Ibsen,David Schweizer,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b005-f066-i04-p0008.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b005-f066-i04-p0008.jpg,1346,2048,8,howard_stein,1972,Henrik Ibsen,David Schweizer,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b005-f066-i04-p0009.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b005-f066-i04-p0009.jpg,2048,1336,9,howard_stein,1972,Henrik Ibsen,David Schweizer,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b005-f066-i05-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b005-f066-i05-p0001.jpg,1359,2048,1,howard_stein,1972,Maxim Gorky,Nikos Psacharopoulos,"Yale School of Drama, Yale Repertory Theatre"
