Box	Folder	Item	Accession number	Title	Play dates	Year	Written by	Directed by	Company	Notes	Multiplay	Non-Theatrical	Era
2	30	8	dra037-s01-b002-f030-i08-p0001	The Servant of Two Masters 	Mar. 13-16	1956	"Goldoni, Carlo"		Yale School of Drama	A Drama 140 Workshop Production.			founding_era
2	30	9	dra037-s01-b002-f030-i09-p0001	As Any Lady Should	Mar. 18	1956	"Fowle, Donald Wallace"		Yale School of Drama	A Drama 140 Workshop Production.			founding_era
2	30	10	dra037-s01-b002-f030-i10-p0001	The Ride to Glory	Apr. 15-18	1956	"Clauss, H. N."		Yale School of Drama	A Drama 140 Workshop Production.			founding_era
2	30	11	dra037-s01-b002-f030-i11-p0001	Love and How to Cure It	Apr. 20	1956	"Wilder, Thornton"	"McMullan, Frank"	Yale School of Drama				founding_era
2	30	11	dra037-s01-b002-f030-i11-p0002	Love and How to Cure It	Apr. 20	1956	"Wilder, Thornton"	"McMullan, Frank"	Yale School of Drama				founding_era
2	30	12	dra037-s01-b002-f030-i12-p0001	A True and Special Friend	Apr. 24-28	1956	"Snyder, William Hartwell"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	30	12	dra037-s01-b002-f030-i12-p0002	A True and Special Friend	Apr. 24-28	1956	"Snyder, William Hartwell"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	30	12	dra037-s01-b002-f030-i12-p0003	A True and Special Friend	Apr. 24-28	1956	"Snyder, William Hartwell"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	30	12	dra037-s01-b002-f030-i12-p0004	A True and Special Friend	Apr. 24-28	1956	"Snyder, William Hartwell"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	30	12	dra037-s01-b002-f030-i12-p0005	A True and Special Friend	Apr. 24-28	1956	"Snyder, William Hartwell"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	30	12	dra037-s01-b002-f030-i12-p0006	A True and Special Friend	Apr. 24-28	1956	"Snyder, William Hartwell"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	30	12	dra037-s01-b002-f030-i12-p0007	A True and Special Friend	Apr. 24-28	1956	"Snyder, William Hartwell"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	30	12	dra037-s01-b002-f030-i12-p0008	A True and Special Friend	Apr. 24-28	1956	"Snyder, William Hartwell"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	30	12	dra037-s01-b002-f030-i12-p0009	A True and Special Friend	Apr. 24-28	1956	"Snyder, William Hartwell"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	30	12	dra037-s01-b002-f030-i12-p0010	A True and Special Friend	Apr. 24-28	1956	"Snyder, William Hartwell"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	30	12	dra037-s01-b002-f030-i12-p0011	A True and Special Friend	Apr. 24-28	1956	"Snyder, William Hartwell"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	30	12	dra037-s01-b002-f030-i12-p0012	A True and Special Friend	Apr. 24-28	1956	"Snyder, William Hartwell"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	30	13	dra037-s01-b002-f030-i13-p0001	Pantomania	May 14	1956	"Bruns, Phil"		Yale School of Drama				founding_era
2	31	1	dra037-s01-b002-f031-i01-p0001	Solidarity Forever	Oct. 24-27	1956	"Waldau, Roy S."		Yale School of Drama	A Drama 140 Workshop Production.			founding_era
2	31	2	dra037-s01-b002-f031-i02-p0001	The Way of the World	Nov. 28-30 & Dec. 1-2	1956	"Congreve, William"		Yale School of Drama	A Drama 140 Workshop Production.			founding_era
2	31	3	dra037-s01-b002-f031-i03-p0001	Misalliance	Nov. 28-30 & Dec. 1-2	1956	"Shaw, George Bernard"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	31	3	dra037-s01-b002-f031-i03-p0002	Misalliance	Nov. 28-30 & Dec. 1-2	1956	"Shaw, George Bernard"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	31	3	dra037-s01-b002-f031-i03-p0003	Misalliance	Nov. 28-30 & Dec. 1-2	1956	"Shaw, George Bernard"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	31	3	dra037-s01-b002-f031-i03-p0004	Misalliance	Nov. 28-30 & Dec. 1-2	1956	"Shaw, George Bernard"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	31	3	dra037-s01-b002-f031-i03-p0005	Misalliance	Nov. 28-30 & Dec. 1-2	1956	"Shaw, George Bernard"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	31	3	dra037-s01-b002-f031-i03-p0006	Misalliance	Nov. 28-30 & Dec. 1-2	1956	"Shaw, George Bernard"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	31	3	dra037-s01-b002-f031-i03-p0007	Misalliance	Nov. 28-30 & Dec. 1-2	1956	"Shaw, George Bernard"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	31	3	dra037-s01-b002-f031-i03-p0008	Misalliance	Nov. 28-30 & Dec. 1-2	1956	"Shaw, George Bernard"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	31	4	dra037-s01-b002-f031-i04-p0001	The Bridge	Dec. 13-18	1956	"Caldwell, Joseph"	"McMullan, Frank"	Yale School of Drama				founding_era
2	31	4	dra037-s01-b002-f031-i04-p0002	The Bridge	Dec. 13-18	1956	"Caldwell, Joseph"	"McMullan, Frank"	Yale School of Drama				founding_era
2	31	4	dra037-s01-b002-f031-i04-p0003	The Bridge	Dec. 13-18	1956	"Caldwell, Joseph"	"McMullan, Frank"	Yale School of Drama				founding_era
2	31	4	dra037-s01-b002-f031-i04-p0004	The Bridge	Dec. 13-18	1956	"Caldwell, Joseph"	"McMullan, Frank"	Yale School of Drama				founding_era
2	31	4	dra037-s01-b002-f031-i04-p0005	The Bridge	Dec. 13-18	1956	"Caldwell, Joseph"	"McMullan, Frank"	Yale School of Drama				founding_era
2	31	4	dra037-s01-b002-f031-i04-p0006	The Bridge	Dec. 13-18	1956	"Caldwell, Joseph"	"McMullan, Frank"	Yale School of Drama				founding_era
2	31	4	dra037-s01-b002-f031-i04-p0007	The Bridge	Dec. 13-18	1956	"Caldwell, Joseph"	"McMullan, Frank"	Yale School of Drama				founding_era
2	31	4	dra037-s01-b002-f031-i04-p0008	The Bridge	Dec. 13-18	1956	"Caldwell, Joseph"	"McMullan, Frank"	Yale School of Drama				founding_era
2	31	5	dra037-s01-b002-f031-i05-p0001	An Italian Straw Hat	Jan. 30-31 & Feb. 1-3	1957	"Labiche, Eugene|Marc-Michel"		Yale School of Drama	A Drama 140 Workshop Production.			founding_era
2	31	6	dra037-s01-b002-f031-i06-p0001	Caesar and Cleopatra	Jan. 30-31 & Feb. 1-3	1957	"Shaw, George Bernard"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	31	6	dra037-s01-b002-f031-i06-p0002	Caesar and Cleopatra	Jan. 30-31 & Feb. 1-3	1957	"Shaw, George Bernard"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	31	6	dra037-s01-b002-f031-i06-p0003	Caesar and Cleopatra	Jan. 30-31 & Feb. 1-3	1957	"Shaw, George Bernard"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	31	6	dra037-s01-b002-f031-i06-p0004	Caesar and Cleopatra	Jan. 30-31 & Feb. 1-3	1957	"Shaw, George Bernard"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	31	6	dra037-s01-b002-f031-i06-p0005	Caesar and Cleopatra	Jan. 30-31 & Feb. 1-3	1957	"Shaw, George Bernard"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	31	6	dra037-s01-b002-f031-i06-p0006	Caesar and Cleopatra	Jan. 30-31 & Feb. 1-3	1957	"Shaw, George Bernard"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	31	6	dra037-s01-b002-f031-i06-p0007	Caesar and Cleopatra	Jan. 30-31 & Feb. 1-3	1957	"Shaw, George Bernard"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	31	6	dra037-s01-b002-f031-i06-p0008	Caesar and Cleopatra	Jan. 30-31 & Feb. 1-3	1957	"Shaw, George Bernard"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	31	7	dra037-s01-b002-f031-i07-p0001	Charles XII	Apr. 10-14	1957	"Strindberg, August"		Yale School of Drama	A Drama 140 Workshop Production.			founding_era
2	31	7	dra037-s01-b002-f031-i07-p0002	Charles XII	Apr. 10-14	1957	"Strindberg, August"		Yale School of Drama	A Drama 140 Workshop Production.			founding_era
2	31	7	dra037-s01-b002-f031-i07-p0003	Charles XII	Apr. 10-14	1957	"Strindberg, August"		Yale School of Drama	A Drama 140 Workshop Production.			founding_era
2	31	8	dra037-s01-b002-f031-i08-p0001	Right You Are If You Think You Are	Apr. 22-27	1957	"Pirandello, Luigi"	"McMullan, Frank"	Yale School of Drama				founding_era
2	31	8	dra037-s01-b002-f031-i08-p0002	Right You Are If You Think You Are	Apr. 22-27	1957	"Pirandello, Luigi"	"McMullan, Frank"	Yale School of Drama				founding_era
2	31	8	dra037-s01-b002-f031-i08-p0003	Right You Are If You Think You Are	Apr. 22-27	1957	"Pirandello, Luigi"	"McMullan, Frank"	Yale School of Drama				founding_era
2	31	8	dra037-s01-b002-f031-i08-p0004	Right You Are If You Think You Are	Apr. 22-27	1957	"Pirandello, Luigi"	"McMullan, Frank"	Yale School of Drama				founding_era
2	31	8	dra037-s01-b002-f031-i08-p0005	Right You Are If You Think You Are	Apr. 22-27	1957	"Pirandello, Luigi"	"McMullan, Frank"	Yale School of Drama				founding_era
2	31	8	dra037-s01-b002-f031-i08-p0006	Right You Are If You Think You Are	Apr. 22-27	1957	"Pirandello, Luigi"	"McMullan, Frank"	Yale School of Drama				founding_era
2	31	8	dra037-s01-b002-f031-i08-p0007	Right You Are If You Think You Are	Apr. 22-27	1957	"Pirandello, Luigi"	"McMullan, Frank"	Yale School of Drama				founding_era
2	31	8	dra037-s01-b002-f031-i08-p0008	Right You Are If You Think You Are	Apr. 22-27	1957	"Pirandello, Luigi"	"McMullan, Frank"	Yale School of Drama				founding_era
2	31	9	dra037-s01-b002-f031-i09-p0001	The Tragedy of King Lear	May 8-11	1957	"Shakespeare, William"	"Clasz, Cary"	Yale School of Drama				founding_era
2	32	1	dra037-s01-b002-f032-i01-p0001	Clay for the Statues of Saints	Oct. 23-26	1957	"Caldwell, Joseph"		Yale School of Drama	A Drama 140 Workshop Production.			founding_era
2	32	2	dra037-s01-b002-f032-i02-p0001	Happy as Larry	Nov. 6-9	1957	"MacDonagh, Donagh"	"Welch, Constance"	Yale School of Drama				founding_era
2	32	2	dra037-s01-b002-f032-i02-p0002	Happy as Larry	Nov. 6-9	1957	"MacDonagh, Donagh"	"Welch, Constance"	Yale School of Drama				founding_era
2	32	2	dra037-s01-b002-f032-i02-p0003	Happy as Larry	Nov. 6-9	1957	"MacDonagh, Donagh"	"Welch, Constance"	Yale School of Drama				founding_era
2	32	2	dra037-s01-b002-f032-i02-p0004	Happy as Larry	Nov. 6-9	1957	"MacDonagh, Donagh"	"Welch, Constance"	Yale School of Drama				founding_era
2	32	2	dra037-s01-b002-f032-i02-p0005	Happy as Larry	Nov. 6-9	1957	"MacDonagh, Donagh"	"Welch, Constance"	Yale School of Drama				founding_era
2	32	2	dra037-s01-b002-f032-i02-p0006	Happy as Larry	Nov. 6-9	1957	"MacDonagh, Donagh"	"Welch, Constance"	Yale School of Drama				founding_era
2	32	2	dra037-s01-b002-f032-i02-p0007	Happy as Larry	Nov. 6-9	1957	"MacDonagh, Donagh"	"Welch, Constance"	Yale School of Drama				founding_era
2	32	2	dra037-s01-b002-f032-i02-p0008	Happy as Larry	Nov. 6-9	1957	"MacDonagh, Donagh"	"Welch, Constance"	Yale School of Drama				founding_era
2	32	3	dra037-s01-b002-f032-i03-p0001	Dierdre of the Sorrows	Nov. 13-16	1957	"Synge, John M."	"Vliet, Vida Ann "	Yale School of Drama	A Drama 140 Workshop Production. 			founding_era
2	32	4	dra037-s01-b002-f032-i04-p0001	Winter's End	Dec. 4-7	1957	"Allen, Ralph"	"Francisco, William"	Yale School of Drama	A Drama 140 Workshop Production. 			founding_era
2	32	5	dra037-s01-b002-f032-i05-p0001	Love in Buffalo	Jan. 15-19	1958	"Gurney, Peter"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	32	5	dra037-s01-b002-f032-i05-p0002	Love in Buffalo	Jan. 15-19	1958	"Gurney, Peter"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	32	5	dra037-s01-b002-f032-i05-p0003	Love in Buffalo	Jan. 15-19	1958	"Gurney, Peter"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	32	5	dra037-s01-b002-f032-i05-p0004	Love in Buffalo	Jan. 15-19	1958	"Gurney, Peter"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	32	5	dra037-s01-b002-f032-i05-p0005	Love in Buffalo	Jan. 15-19	1958	"Gurney, Peter"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	32	5	dra037-s01-b002-f032-i05-p0006	Love in Buffalo	Jan. 15-19	1958	"Gurney, Peter"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	32	5	dra037-s01-b002-f032-i05-p0007	Love in Buffalo	Jan. 15-19	1958	"Gurney, Peter"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	32	5	dra037-s01-b002-f032-i05-p0008	Love in Buffalo	Jan. 15-19	1958	"Gurney, Peter"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	32	6	dra037-s01-b002-f032-i06-p0001	Easter	Jan. 22-25	1958	"Strindberg, August"		Yale School of Drama	A Drama 140 Workshop Production. Directed by Wolodymyr Lysniak.			founding_era
2	32	7	dra037-s01-b002-f032-i07-p0001	The Three Sisters	Feb. 19-22	1958	"Chekhov, Anton"	"McMullan, Frank"	Yale School of Drama				founding_era
2	32	7	dra037-s01-b002-f032-i07-p0002	The Three Sisters	Feb. 19-22	1958	"Chekhov, Anton"	"McMullan, Frank"	Yale School of Drama				founding_era
2	32	7	dra037-s01-b002-f032-i07-p0003	The Three Sisters	Feb. 19-22	1958	"Chekhov, Anton"	"McMullan, Frank"	Yale School of Drama				founding_era
2	32	7	dra037-s01-b002-f032-i07-p0004	The Three Sisters	Feb. 19-22	1958	"Chekhov, Anton"	"McMullan, Frank"	Yale School of Drama				founding_era
2	32	7	dra037-s01-b002-f032-i07-p0005	The Three Sisters	Feb. 19-22	1958	"Chekhov, Anton"	"McMullan, Frank"	Yale School of Drama				founding_era
2	32	7	dra037-s01-b002-f032-i07-p0006	The Three Sisters	Feb. 19-22	1958	"Chekhov, Anton"	"McMullan, Frank"	Yale School of Drama				founding_era
2	32	7	dra037-s01-b002-f032-i07-p0007	The Three Sisters	Feb. 19-22	1958	"Chekhov, Anton"	"McMullan, Frank"	Yale School of Drama				founding_era
2	32	7	dra037-s01-b002-f032-i07-p0008	The Three Sisters	Feb. 19-22	1958	"Chekhov, Anton"	"McMullan, Frank"	Yale School of Drama				founding_era
2	32	8	dra037-s01-b002-f032-i08-p0001	The House of Bernarda Alba	Mar. 12-15	1958	"Garcia Lorca, Federico"	"Trach, Edward"	Yale School of Drama	A Drama 140 Workshop Production. 			founding_era
2	32	9	dra037-s01-b002-f032-i09-p0001	J. B.	Apr. 22-26	1958	"MacLeish, Archibald"	"Oenslager, Donald"	Yale School of Drama				founding_era
2	32	9	dra037-s01-b002-f032-i09-p0002	J. B.	Apr. 22-26	1958	"MacLeish, Archibald"	"Oenslager, Donald"	Yale School of Drama				founding_era
2	32	9	dra037-s01-b002-f032-i09-p0003	J. B.	Apr. 22-26	1958	"MacLeish, Archibald"	"Oenslager, Donald"	Yale School of Drama				founding_era
2	32	9	dra037-s01-b002-f032-i09-p0004	J. B.	Apr. 22-26	1958	"MacLeish, Archibald"	"Oenslager, Donald"	Yale School of Drama				founding_era
2	32	9	dra037-s01-b002-f032-i09-p0005	J. B.	Apr. 22-26	1958	"MacLeish, Archibald"	"Oenslager, Donald"	Yale School of Drama				founding_era
2	32	9	dra037-s01-b002-f032-i09-p0006	J. B.	Apr. 22-26	1958	"MacLeish, Archibald"	"Oenslager, Donald"	Yale School of Drama				founding_era
2	32	9	dra037-s01-b002-f032-i09-p0007	J. B.	Apr. 22-26	1958	"MacLeish, Archibald"	"Oenslager, Donald"	Yale School of Drama				founding_era
2	32	9	dra037-s01-b002-f032-i09-p0008	J. B.	Apr. 22-26	1958	"MacLeish, Archibald"	"Oenslager, Donald"	Yale School of Drama				founding_era
2	32	10	dra037-s01-b002-f032-i10-p0001	Rachel's Summer		1958	"Sproat, Ronald"	"Dye, Jr., Lyle"	Yale School of Drama				founding_era
2	32	11	dra037-s01-b002-f032-i11-p0001	Out of the Frying Pan	May 27-28	1958	"Swann, Francis"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	32	12	dra037-s01-b002-f032-i12-p0001	Marco Millions	May 14-17	1958	"O'Neill, Eugene"	"Linney, Rom"	Yale School of Drama	A Drama 140 Production.			founding_era
2	32	13	dra037-s01-b002-f032-i13-p0001	Danton's Death	Nov. 13-16	1958	"Buchner, Georg"	"Francisco, William"	Yale School of Drama				founding_era
2	32	13	dra037-s01-b002-f032-i13-p0002	Danton's Death	Nov. 13-16	1958	"Buchner, Georg"	"Francisco, William"	Yale School of Drama				founding_era
2	32	13	dra037-s01-b002-f032-i13-p0003	Danton's Death	Nov. 13-16	1958	"Buchner, Georg"	"Francisco, William"	Yale School of Drama				founding_era
2	32	13	dra037-s01-b002-f032-i13-p0004	Danton's Death	Nov. 13-16	1958	"Buchner, Georg"	"Francisco, William"	Yale School of Drama				founding_era
2	32	13	dra037-s01-b002-f032-i13-p0005	Danton's Death	Nov. 13-16	1958	"Buchner, Georg"	"Francisco, William"	Yale School of Drama				founding_era
2	32	13	dra037-s01-b002-f032-i13-p0006	Danton's Death	Nov. 13-16	1958	"Buchner, Georg"	"Francisco, William"	Yale School of Drama				founding_era
2	32	13	dra037-s01-b002-f032-i13-p0007	Danton's Death	Nov. 13-16	1958	"Buchner, Georg"	"Francisco, William"	Yale School of Drama				founding_era
2	32	13	dra037-s01-b002-f032-i13-p0008	Danton's Death	Nov. 13-16	1958	"Buchner, Georg"	"Francisco, William"	Yale School of Drama				founding_era
2	32	13	dra037-s01-b002-f032-i13-p0009	Danton's Death	Nov. 13-16	1958	"Buchner, Georg"	"Francisco, William"	Yale School of Drama				founding_era
2	32	13	dra037-s01-b002-f032-i13-p0010	Danton's Death	Nov. 13-16	1958	"Buchner, Georg"	"Francisco, William"	Yale School of Drama				founding_era
2	33	1	dra037-s01-b002-f033-i01-p0001	Tore Segelcke in Theatre Individuel	Sep. 28	1958			Yale School of Drama			y	founding_era
2	33	2	dra037-s01-b002-f033-i02-p0001	Patience or Bunthorne's Bride		1958	"Gilbert, W. S.|Sullivan, Arthur"	"Henshaw, Wandalie"	Yale School of Drama	A Drama 140 Production. 			founding_era
2	33	3	dra037-s01-b002-f033-i03-p0001	Borak	Oct.	1958	"Hock, Robert D."	"Fisher, John G."	Yale School of Drama	A Drama 140 Production.  			founding_era
2	33	4	dra037-s01-b002-f033-i04-p0001	Legend of Lovers	Nov. 5-8	1958	"Anouilh, Jean"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	33	4	dra037-s01-b002-f033-i04-p0002	Legend of Lovers	Nov. 5-8	1958	"Anouilh, Jean"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	33	4	dra037-s01-b002-f033-i04-p0003	Legend of Lovers	Nov. 5-8	1958	"Anouilh, Jean"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	33	4	dra037-s01-b002-f033-i04-p0004	Legend of Lovers	Nov. 5-8	1958	"Anouilh, Jean"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	33	4	dra037-s01-b002-f033-i04-p0005	Legend of Lovers	Nov. 5-8	1958	"Anouilh, Jean"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	33	4	dra037-s01-b002-f033-i04-p0006	Legend of Lovers	Nov. 5-8	1958	"Anouilh, Jean"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	33	4	dra037-s01-b002-f033-i04-p0007	Legend of Lovers	Nov. 5-8	1958	"Anouilh, Jean"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	33	4	dra037-s01-b002-f033-i04-p0008	Legend of Lovers	Nov. 5-8	1958	"Anouilh, Jean"	"Psacharopoulos, Nikos"	Yale School of Drama				founding_era
2	33	5	dra037-s01-b002-f033-i05-p0001	The Cherry Orchard	November	1958	"Chekhov, Anton"	"Parker, Francine"	Yale School of Drama	A Drama 140 Workshop Production.  			founding_era
2	33	6	dra037-s01-b002-f033-i06-p0001	The Race	Dec. 3-6	1958	"Braun, Saul M."	"Knower, Barry"	Yale School of Drama				founding_era
2	33	6	dra037-s01-b002-f033-i06-p0002	The Race	Dec. 3-6	1958	"Braun, Saul M."	"Knower, Barry"	Yale School of Drama				founding_era
2	33	6	dra037-s01-b002-f033-i06-p0003	The Race	Dec. 3-6	1958	"Braun, Saul M."	"Knower, Barry"	Yale School of Drama				founding_era
2	33	7	dra037-s01-b002-f033-i07-p0001	Agamemnon from the Oresteia trilogy|Homecoming from the Mourning Becomes Electra trilogy	Jan. 21-25	1959	"Aeschylus|O'Neill, Eugene"	Nikos Psacharopoulos and F. Curtis Canfield 	Yale School of Drama		y		founding_era
2	33	7	dra037-s01-b002-f033-i07-p0002	Agamemnon from the Oresteia trilogy|Homecoming from the Mourning Becomes Electra trilogy	Jan. 21-25	1959	"Aeschylus|O'Neill, Eugene"	Nikos Psacharopoulos and F. Curtis Canfield 	Yale School of Drama		y		founding_era
2	33	7	dra037-s01-b002-f033-i07-p0003	Agamemnon from the Oresteia trilogy|Homecoming from the Mourning Becomes Electra trilogy	Jan. 21-25	1959	"Aeschylus|O'Neill, Eugene"	Nikos Psacharopoulos and F. Curtis Canfield 	Yale School of Drama		y		founding_era
2	33	7	dra037-s01-b002-f033-i07-p0004	Agamemnon from the Oresteia trilogy|Homecoming from the Mourning Becomes Electra trilogy	Jan. 21-25	1959	"Aeschylus|O'Neill, Eugene"	Nikos Psacharopoulos and F. Curtis Canfield 	Yale School of Drama		y		founding_era
2	33	7	dra037-s01-b002-f033-i07-p0005	Agamemnon from the Oresteia trilogy|Homecoming from the Mourning Becomes Electra trilogy	Jan. 21-25	1959	"Aeschylus|O'Neill, Eugene"	Nikos Psacharopoulos and F. Curtis Canfield 	Yale School of Drama		y		founding_era
2	33	7	dra037-s01-b002-f033-i07-p0006	Agamemnon from the Oresteia trilogy|Homecoming from the Mourning Becomes Electra trilogy	Jan. 21-25	1959	"Aeschylus|O'Neill, Eugene"	Nikos Psacharopoulos and F. Curtis Canfield 	Yale School of Drama		y		founding_era
2	33	7	dra037-s01-b002-f033-i07-p0007	Agamemnon from the Oresteia trilogy|Homecoming from the Mourning Becomes Electra trilogy	Jan. 21-25	1959	"Aeschylus|O'Neill, Eugene"	Nikos Psacharopoulos and F. Curtis Canfield 	Yale School of Drama		y		founding_era
2	33	7	dra037-s01-b002-f033-i07-p0008	Agamemnon from the Oresteia trilogy|Homecoming from the Mourning Becomes Electra trilogy	Jan. 21-25	1959	"Aeschylus|O'Neill, Eugene"	Nikos Psacharopoulos and F. Curtis Canfield 	Yale School of Drama		y		founding_era
2	33	8	dra037-s01-b002-f033-i08-p0001	Idyll	Feb. 11-14	1959	"Munn, Gary"	"Parson, Mary Jean"	Yale School of Drama				founding_era
2	33	8	dra037-s01-b002-f033-i08-p0002	Idyll	Feb. 11-14	1959	"Munn, Gary"	"Parson, Mary Jean"	Yale School of Drama				founding_era
2	33	8	dra037-s01-b002-f033-i08-p0003	Idyll	Feb. 11-14	1959	"Munn, Gary"	"Parson, Mary Jean"	Yale School of Drama				founding_era
2	33	9	dra037-s01-b002-f033-i09-p0001	The Shoemakers Holiday or The Gentle Craft	February	1959	"Dekker, Thomas"	"Starnes, Leland"	Yale School of Drama	A Drama 140 Workshop Production.  			founding_era
2	33	10	dra037-s01-b002-f033-i10-p0001	The Blind Man on the Corner	April	1959	"Gellens, Jay"	"Cunningham, John"	Yale School of Drama	A Drama 140 Production.  			founding_era
2	33	11	dra037-s01-b002-f033-i11-p0001	Winterset	May 13-16	1959	"Anderson, Maxwell"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	33	11	dra037-s01-b002-f033-i11-p0002	Winterset	May 13-16	1959	"Anderson, Maxwell"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	33	11	dra037-s01-b002-f033-i11-p0003	Winterset	May 13-16	1959	"Anderson, Maxwell"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	33	11	dra037-s01-b002-f033-i11-p0004	Winterset	May 13-16	1959	"Anderson, Maxwell"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	33	11	dra037-s01-b002-f033-i11-p0005	Winterset	May 13-16	1959	"Anderson, Maxwell"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	33	11	dra037-s01-b002-f033-i11-p0006	Winterset	May 13-16	1959	"Anderson, Maxwell"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	33	11	dra037-s01-b002-f033-i11-p0007	Winterset	May 13-16	1959	"Anderson, Maxwell"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	33	11	dra037-s01-b002-f033-i11-p0008	Winterset	May 13-16	1959	"Anderson, Maxwell"	"Canfield, F. Curtis"	Yale School of Drama				founding_era
2	33	12	dra037-s01-b002-f033-i12-p0001	Grand Tour	Apr. 30-May 1 -2 & Jun. 5-6	1959	"Maltby, Richard and Shire, David"	"Francisco, William"	Yale School of Drama				founding_era
2	33	12	dra037-s01-b002-f033-i12-p0002	Grand Tour	Apr. 30-May 1 -2 & Jun. 5-6	1959	"Maltby, Richard and Shire, David"	"Francisco, William"	Yale School of Drama				founding_era
2	33	12	dra037-s01-b002-f033-i12-p0003	Grand Tour	Apr. 30-May 1 -2 & Jun. 5-6	1959	"Maltby, Richard and Shire, David"	"Francisco, William"	Yale School of Drama				founding_era
2	33	12	dra037-s01-b002-f033-i12-p0004	Grand Tour	Apr. 30-May 1 -2 & Jun. 5-6	1959	"Maltby, Richard and Shire, David"	"Francisco, William"	Yale School of Drama				founding_era
2	33	12	dra037-s01-b002-f033-i12-p0005	Grand Tour	Apr. 30-May 1 -2 & Jun. 5-6	1959	"Maltby, Richard and Shire, David"	"Francisco, William"	Yale School of Drama				founding_era
2	33	12	dra037-s01-b002-f033-i12-p0006	Grand Tour	Apr. 30-May 1 -2 & Jun. 5-6	1959	"Maltby, Richard and Shire, David"	"Francisco, William"	Yale School of Drama				founding_era
2	33	12	dra037-s01-b002-f033-i12-p0007	Grand Tour	Apr. 30-May 1 -2 & Jun. 5-6	1959	"Maltby, Richard and Shire, David"	"Francisco, William"	Yale School of Drama				founding_era
2	33	12	dra037-s01-b002-f033-i12-p0008	Grand Tour	Apr. 30-May 1 -2 & Jun. 5-6	1959	"Maltby, Richard and Shire, David"	"Francisco, William"	Yale School of Drama				founding_era
2	33	12	dra037-s01-b002-f033-i12-p0009	Grand Tour	Apr. 30-May 1 -2 & Jun. 5-6	1959	"Maltby, Richard and Shire, David"	"Francisco, William"	Yale School of Drama				founding_era
2	33	12	dra037-s01-b002-f033-i12-p0010	Grand Tour	Apr. 30-May 1 -2 & Jun. 5-6	1959	"Maltby, Richard and Shire, David"	"Francisco, William"	Yale School of Drama				founding_era
