Box	Folder	Filename	Title	Play dates	Year	Written by	Directed by	Company	Location	Notes	Multiplay	Non-Theatrical	Era	also scanned
		YRT_2008-09_passion-0000	Passion Play	Sep. 19 - Oct. 11	2008	"Ruhl, Sarah"	"Wing-Davey, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	Y
		YRT_2008-09_passion-0001	Passion Play	Sep. 19 - Oct. 11	2008	"Ruhl, Sarah"	"Wing-Davey, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	Y
		YRT_2008-09_passion-0002	Passion Play	Sep. 19 - Oct. 11	2008	"Ruhl, Sarah"	"Wing-Davey, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	Y
		YRT_2008-09_passion-0003	Passion Play	Sep. 19 - Oct. 11	2008	"Ruhl, Sarah"	"Wing-Davey, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	Y
		YRT_2008-09_passion-0004	Passion Play	Sep. 19 - Oct. 11	2008	"Ruhl, Sarah"	"Wing-Davey, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	Y
		YRT_2008-09_passion-0005	Passion Play	Sep. 19 - Oct. 11	2008	"Ruhl, Sarah"	"Wing-Davey, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	Y
		YRT_2008-09_passion-0006	Passion Play	Sep. 19 - Oct. 11	2008	"Ruhl, Sarah"	"Wing-Davey, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	Y
		YRT_2008-09_passion-0007	Passion Play	Sep. 19 - Oct. 11	2008	"Ruhl, Sarah"	"Wing-Davey, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	Y
		YRT_2008-09_passion-0008	Passion Play	Sep. 19 - Oct. 11	2008	"Ruhl, Sarah"	"Wing-Davey, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	Y
		YRT_2008-09_passion-0009	Passion Play	Sep. 19 - Oct. 11	2008	"Ruhl, Sarah"	"Wing-Davey, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	Y
		YRT_2008-09_passion-0010	Passion Play	Sep. 19 - Oct. 11	2008	"Ruhl, Sarah"	"Wing-Davey, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	Y
		YRT_2008-09_passion-0011	Passion Play	Sep. 19 - Oct. 11	2008	"Ruhl, Sarah"	"Wing-Davey, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	Y
		YRT_2008-09_passion-0012	Passion Play	Sep. 19 - Oct. 11	2008	"Ruhl, Sarah"	"Wing-Davey, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	Y
		YRT_2008-09_passion-0013	Passion Play	Sep. 19 - Oct. 11	2008	"Ruhl, Sarah"	"Wing-Davey, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	Y
		YRT_2008-09_passion-0014	Passion Play	Sep. 19 - Oct. 11	2008	"Ruhl, Sarah"	"Wing-Davey, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	Y
		YRT_2008-09_passion-0015	Passion Play	Sep. 19 - Oct. 11	2008	"Ruhl, Sarah"	"Wing-Davey, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	Y
		YRT_2008-09_passion-0016	Passion Play	Sep. 19 - Oct. 11	2008	"Ruhl, Sarah"	"Wing-Davey, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	Y
		YRT_2008-09_passion-0017	Passion Play	Sep. 19 - Oct. 11	2008	"Ruhl, Sarah"	"Wing-Davey, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	Y
		YRT_2008-09_passion-0018	Passion Play	Sep. 19 - Oct. 11	2008	"Ruhl, Sarah"	"Wing-Davey, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	Y
		YRT_2008-09_passion-0019	Passion Play	Sep. 19 - Oct. 11	2008	"Ruhl, Sarah"	"Wing-Davey, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	Y
		YRT_2008-09_passion-0020	Passion Play	Sep. 19 - Oct. 11	2008	"Ruhl, Sarah"	"Wing-Davey, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	Y
		YRT_2008-09_passion-0021	Passion Play	Sep. 19 - Oct. 11	2008	"Ruhl, Sarah"	"Wing-Davey, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	Y
		YRT_2008-09_happy-0001	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0002	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0003	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0004	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0005	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0006	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0007	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0008	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0009	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0010	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0011	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0012	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0013	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0014	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0015	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0016	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0017	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0018	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0019	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0020	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0021	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0022	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0023	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0024	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0025	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0026	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0027	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0028	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0029	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0030	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0031	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0032	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0033	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0034	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_happy-0035	Happy Now?	Oct. 24 - Nov 15	2008	"Coxon, Lucinda"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	Y
		YRT_2008-09_roughcross-0000	Rough Crossing	Nov. 28 - Dec. 20	2008	"Stoppard, Tom"	"Rucker, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	From an original play by Ferenc Molnar	 		james_bundy	
		YRT_2008-09_roughcross-0001	Rough Crossing	Nov. 28 - Dec. 20	2008	"Stoppard, Tom"	"Rucker, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	From an original play by Ferenc Molnar			james_bundy	
		YRT_2008-09_roughcross-0002	Rough Crossing	Nov. 28 - Dec. 20	2008	"Stoppard, Tom"	"Rucker, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	From an original play by Ferenc Molnar			james_bundy	
		YRT_2008-09_roughcross-0003	Rough Crossing	Nov. 28 - Dec. 20	2008	"Stoppard, Tom"	"Rucker, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	From an original play by Ferenc Molnar			james_bundy	
		YRT_2008-09_roughcross-0004	Rough Crossing	Nov. 28 - Dec. 20	2008	"Stoppard, Tom"	"Rucker, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	From an original play by Ferenc Molnar			james_bundy	
		YRT_2008-09_roughcross-0005	Rough Crossing	Nov. 28 - Dec. 20	2008	"Stoppard, Tom"	"Rucker, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	From an original play by Ferenc Molnar			james_bundy	
		YRT_2008-09_roughcross-0006	Rough Crossing	Nov. 28 - Dec. 20	2008	"Stoppard, Tom"	"Rucker, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	From an original play by Ferenc Molnar			james_bundy	
		YRT_2008-09_roughcross-0007	Rough Crossing	Nov. 28 - Dec. 20	2008	"Stoppard, Tom"	"Rucker, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	From an original play by Ferenc Molnar			james_bundy	
		YRT_2008-09_roughcross-0008	Rough Crossing	Nov. 28 - Dec. 20	2008	"Stoppard, Tom"	"Rucker, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	From an original play by Ferenc Molnar			james_bundy	
		YRT_2008-09_roughcross-0009	Rough Crossing	Nov. 28 - Dec. 20	2008	"Stoppard, Tom"	"Rucker, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	From an original play by Ferenc Molnar			james_bundy	
		YRT_2008-09_roughcross-0010	Rough Crossing	Nov. 28 - Dec. 20	2008	"Stoppard, Tom"	"Rucker, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	From an original play by Ferenc Molnar			james_bundy	
		YRT_2008-09_roughcross-0011	Rough Crossing	Nov. 28 - Dec. 20	2008	"Stoppard, Tom"	"Rucker, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	From an original play by Ferenc Molnar			james_bundy	
		YRT_2008-09_roughcross-0012	Rough Crossing	Nov. 28 - Dec. 20	2008	"Stoppard, Tom"	"Rucker, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	From an original play by Ferenc Molnar			james_bundy	
		YRT_2008-09_roughcross-0013	Rough Crossing	Nov. 28 - Dec. 20	2008	"Stoppard, Tom"	"Rucker, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	From an original play by Ferenc Molnar			james_bundy	
		YRT_2008-09_roughcross-0014	Rough Crossing	Nov. 28 - Dec. 20	2008	"Stoppard, Tom"	"Rucker, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	From an original play by Ferenc Molnar			james_bundy	
		YRT_2008-09_roughcross-0015	Rough Crossing	Nov. 28 - Dec. 20	2008	"Stoppard, Tom"	"Rucker, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	From an original play by Ferenc Molnar			james_bundy	
		YRT_2008-09_roughcross-0016	Rough Crossing	Nov. 28 - Dec. 20	2008	"Stoppard, Tom"	"Rucker, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	From an original play by Ferenc Molnar			james_bundy	
		YRT_2008-09_roughcross-0017	Rough Crossing	Nov. 28 - Dec. 20	2008	"Stoppard, Tom"	"Rucker, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	From an original play by Ferenc Molnar			james_bundy	
		YRT_2008-09_roughcross-0018	Rough Crossing	Nov. 28 - Dec. 20	2008	"Stoppard, Tom"	"Rucker, Mark"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	From an original play by Ferenc Molnar			james_bundy	
		YRT_2008-09_lydia-0000	Lydia	Feb. 6 - 28	2009	"Solis, Octavio"	"Carrillo, Juliette"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2008-09_lydia-0001	Lydia	Feb. 6 - 28	2009	"Solis, Octavio"	"Carrillo, Juliette"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2008-09_lydia-0002	Lydia	Feb. 6 - 28	2009	"Solis, Octavio"	"Carrillo, Juliette"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2008-09_lydia-0003	Lydia	Feb. 6 - 28	2009	"Solis, Octavio"	"Carrillo, Juliette"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2008-09_lydia-0004	Lydia	Feb. 6 - 28	2009	"Solis, Octavio"	"Carrillo, Juliette"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2008-09_lydia-0005	Lydia	Feb. 6 - 28	2009	"Solis, Octavio"	"Carrillo, Juliette"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2008-09_lydia-0006	Lydia	Feb. 6 - 28	2009	"Solis, Octavio"	"Carrillo, Juliette"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2008-09_lydia-0007	Lydia	Feb. 6 - 28	2009	"Solis, Octavio"	"Carrillo, Juliette"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2008-09_lydia-0008	Lydia	Feb. 6 - 28	2009	"Solis, Octavio"	"Carrillo, Juliette"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2008-09_lydia-0009	Lydia	Feb. 6 - 28	2009	"Solis, Octavio"	"Carrillo, Juliette"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2008-09_lydia-0010	Lydia	Feb. 6 - 28	2009	"Solis, Octavio"	"Carrillo, Juliette"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2008-09_lydia-0011	Lydia	Feb. 6 - 28	2009	"Solis, Octavio"	"Carrillo, Juliette"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2008-09_lydia-0012	Lydia	Feb. 6 - 28	2009	"Solis, Octavio"	"Carrillo, Juliette"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2008-09_lydia-0013	Lydia	Feb. 6 - 28	2009	"Solis, Octavio"	"Carrillo, Juliette"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2008-09_lydia-0014	Lydia	Feb. 6 - 28	2009	"Solis, Octavio"	"Carrillo, Juliette"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2008-09_lydia-0015	Lydia	Feb. 6 - 28	2009	"Solis, Octavio"	"Carrillo, Juliette"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2008-09_lydia-0016	Lydia	Feb. 6 - 28	2009	"Solis, Octavio"	"Carrillo, Juliette"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2008-09_lydia-0017	Lydia	Feb. 6 - 28	2009	"Solis, Octavio"	"Carrillo, Juliette"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2008-09_lydia-0018	Lydia	Feb. 6 - 28	2009	"Solis, Octavio"	"Carrillo, Juliette"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2008-09_lydia-0019	Lydia	Feb. 6 - 28	2009	"Solis, Octavio"	"Carrillo, Juliette"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2008-09_notes-0000	Notes from Underground	Mar. 20 - Apr. 11	2009	"Dostoevsky, Fyodor"	"Woodruff, Robert"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Translated by Richard Pevear and Larissa Volokhonsky; Adapted by Bill Camp and Woodruff, Robert"	 		james_bundy	
		YRT_2008-09_notes-0001	Notes from Underground	Mar. 20 - Apr. 11	2009	"Dostoevsky, Fyodor"	"Woodruff, Robert"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Translated by Richard Pevear and Larissa Volokhonsky; Adapted by Bill Camp and Woodruff, Robert"			james_bundy	
		YRT_2008-09_notes-0002	Notes from Underground	Mar. 20 - Apr. 11	2009	"Dostoevsky, Fyodor"	"Woodruff, Robert"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Translated by Richard Pevear and Larissa Volokhonsky; Adapted by Bill Camp and Woodruff, Robert"			james_bundy	
		YRT_2008-09_notes-0003	Notes from Underground	Mar. 20 - Apr. 11	2009	"Dostoevsky, Fyodor"	"Woodruff, Robert"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Translated by Richard Pevear and Larissa Volokhonsky; Adapted by Bill Camp and Woodruff, Robert"			james_bundy	
		YRT_2008-09_notes-0004	Notes from Underground	Mar. 20 - Apr. 11	2009	"Dostoevsky, Fyodor"	"Woodruff, Robert"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Translated by Richard Pevear and Larissa Volokhonsky; Adapted by Bill Camp and Woodruff, Robert"			james_bundy	
		YRT_2008-09_notes-0005	Notes from Underground	Mar. 20 - Apr. 11	2009	"Dostoevsky, Fyodor"	"Woodruff, Robert"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Translated by Richard Pevear and Larissa Volokhonsky; Adapted by Bill Camp and Woodruff, Robert"			james_bundy	
		YRT_2008-09_notes-0006	Notes from Underground	Mar. 20 - Apr. 11	2009	"Dostoevsky, Fyodor"	"Woodruff, Robert"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Translated by Richard Pevear and Larissa Volokhonsky; Adapted by Bill Camp and Woodruff, Robert"			james_bundy	
		YRT_2008-09_notes-0007	Notes from Underground	Mar. 20 - Apr. 11	2009	"Dostoevsky, Fyodor"	"Woodruff, Robert"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Translated by Richard Pevear and Larissa Volokhonsky; Adapted by Bill Camp and Woodruff, Robert"			james_bundy	
		YRT_2008-09_notes-0008	Notes from Underground	Mar. 20 - Apr. 11	2009	"Dostoevsky, Fyodor"	"Woodruff, Robert"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Translated by Richard Pevear and Larissa Volokhonsky; Adapted by Bill Camp and Woodruff, Robert"			james_bundy	
		YRT_2008-09_notes-0009	Notes from Underground	Mar. 20 - Apr. 11	2009	"Dostoevsky, Fyodor"	"Woodruff, Robert"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Translated by Richard Pevear and Larissa Volokhonsky; Adapted by Bill Camp and Woodruff, Robert"			james_bundy	
		YRT_2008-09_notes-0010	Notes from Underground	Mar. 20 - Apr. 11	2009	"Dostoevsky, Fyodor"	"Woodruff, Robert"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Translated by Richard Pevear and Larissa Volokhonsky; Adapted by Bill Camp and Woodruff, Robert"			james_bundy	
		YRT_2008-09_notes-0011	Notes from Underground	Mar. 20 - Apr. 11	2009	"Dostoevsky, Fyodor"	"Woodruff, Robert"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Translated by Richard Pevear and Larissa Volokhonsky; Adapted by Bill Camp and Woodruff, Robert"			james_bundy	
		YRT_2008-09_notes-0012	Notes from Underground	Mar. 20 - Apr. 11	2009	"Dostoevsky, Fyodor"	"Woodruff, Robert"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Translated by Richard Pevear and Larissa Volokhonsky; Adapted by Bill Camp and Woodruff, Robert"			james_bundy	
		YRT_2008-09_notes-0013	Notes from Underground	Mar. 20 - Apr. 11	2009	"Dostoevsky, Fyodor"	"Woodruff, Robert"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Translated by Richard Pevear and Larissa Volokhonsky; Adapted by Bill Camp and Woodruff, Robert"			james_bundy	
		YRT_2008-09_notes-0014	Notes from Underground	Mar. 20 - Apr. 11	2009	"Dostoevsky, Fyodor"	"Woodruff, Robert"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Translated by Richard Pevear and Larissa Volokhonsky; Adapted by Bill Camp and Woodruff, Robert"			james_bundy	
		YRT_2008-09_notes-0015	Notes from Underground	Mar. 20 - Apr. 11	2009	"Dostoevsky, Fyodor"	"Woodruff, Robert"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Translated by Richard Pevear and Larissa Volokhonsky; Adapted by Bill Camp and Woodruff, Robert"			james_bundy	
		YRT_2008-09_notes-0016	Notes from Underground	Mar. 20 - Apr. 11	2009	"Dostoevsky, Fyodor"	"Woodruff, Robert"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Translated by Richard Pevear and Larissa Volokhonsky; Adapted by Bill Camp and Woodruff, Robert"			james_bundy	
		YRT_2008-09_notes-0017	Notes from Underground	Mar. 20 - Apr. 11	2009	"Dostoevsky, Fyodor"	"Woodruff, Robert"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Translated by Richard Pevear and Larissa Volokhonsky; Adapted by Bill Camp and Woodruff, Robert"			james_bundy	
		YRT_2008-09_salesman-0000	Death of a Salesman	Apr. 24 - May 23	2009	"Miller, Arthur"	"Bundy, James"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2008-09_salesman-0001	Death of a Salesman	Apr. 24 - May 23	2009	"Miller, Arthur"	"Bundy, James"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2008-09_salesman-0002	Death of a Salesman	Apr. 24 - May 23	2009	"Miller, Arthur"	"Bundy, James"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
