file_path,thumbnail,width,height,page_no,set_key,year,written_by,director,location
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i03-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i03-p0001.jpg,1594,2048,1,dra037-s01-b001-f020-i03,1949,"MacLeod, Robert",,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i04-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i04-p0001.jpg,1307,2048,1,dra037-s01-b001-f020-i04,1949,"Pirandello, Luigi",,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i04-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i04-p0002.jpg,2048,1582,2,dra037-s01-b001-f020-i04,1949,"Pirandello, Luigi",,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i04-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i04-p0003.jpg,1347,2048,3,dra037-s01-b001-f020-i04,1949,"Pirandello, Luigi",,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i05-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i05-p0001.jpg,1601,2048,1,dra037-s01-b001-f020-i05,1949,"Warren, Robert Penn",,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i06-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i06-p0001.jpg,2048,1666,1,dra037-s01-b001-f020-i06,1950,"Strindberg, August",,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i06-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i06-p0002.jpg,1281,2048,2,dra037-s01-b001-f020-i06,1950,"Strindberg, August",,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i06-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i06-p0003.jpg,2048,1682,3,dra037-s01-b001-f020-i06,1950,"Strindberg, August",,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i08-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i08-p0001.jpg,1377,2048,1,dra037-s01-b001-f020-i08,1950,"Yalman, Tunc",Beverly Wilson,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i08-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i08-p0002.jpg,2048,1517,2,dra037-s01-b001-f020-i08,1950,"Yalman, Tunc",Beverly Wilson,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i08-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i08-p0003.jpg,2048,1516,3,dra037-s01-b001-f020-i08,1950,"Yalman, Tunc",Beverly Wilson,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i08-p0004.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i08-p0004.jpg,2048,1512,4,dra037-s01-b001-f020-i08,1950,"Yalman, Tunc",Beverly Wilson,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i08-p0005.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i08-p0005.jpg,2048,1512,5,dra037-s01-b001-f020-i08,1950,"Yalman, Tunc",Beverly Wilson,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i08-p0006.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i08-p0006.jpg,2048,1512,6,dra037-s01-b001-f020-i08,1950,"Yalman, Tunc",Beverly Wilson,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i08-p0007.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i08-p0007.jpg,2048,1512,7,dra037-s01-b001-f020-i08,1950,"Yalman, Tunc",Beverly Wilson,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i08-p0008.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i08-p0008.jpg,2048,1512,8,dra037-s01-b001-f020-i08,1950,"Yalman, Tunc",Beverly Wilson,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i09-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i09-p0001.jpg,1591,2048,1,dra037-s01-b001-f020-i09,1950,"Bonavento, Jacinto",,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i10-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i10-p0001.jpg,1591,2048,1,dra037-s01-b001-f020-i10,1950,"Sartre, Jean-Paul",,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i11-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i11-p0001.jpg,1363,2048,1,dra037-s01-b001-f020-i11,1950,"MacLeod, Robert",Frank McMullan,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i11-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i11-p0002.jpg,2048,1541,2,dra037-s01-b001-f020-i11,1950,"MacLeod, Robert",Frank McMullan,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i11-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i11-p0003.jpg,2048,1541,3,dra037-s01-b001-f020-i11,1950,"MacLeod, Robert",Frank McMullan,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i11-p0004.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i11-p0004.jpg,2048,1554,4,dra037-s01-b001-f020-i11,1950,"MacLeod, Robert",Frank McMullan,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i11-p0005.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i11-p0005.jpg,2048,1554,5,dra037-s01-b001-f020-i11,1950,"MacLeod, Robert",Frank McMullan,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i11-p0006.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i11-p0006.jpg,2048,1553,6,dra037-s01-b001-f020-i11,1950,"MacLeod, Robert",Frank McMullan,"Yale School of Drama, Yale Repertory Theatre"
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f020-i11-p0007.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f020-i11-p0007.jpg,2048,1548,7,dra037-s01-b001-f020-i11,1950,"MacLeod, Robert",Frank McMullan,"Yale School of Drama, Yale Repertory Theatre"
