file_path,thumbnail,width,height,page_no,set_key
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f004-i01-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f004-i01-p0001.jpg,1024,2048,1,dra037-s01-b001-f004-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f004-i01-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f004-i01-p0002.jpg,2048,2047,2,dra037-s01-b001-f004-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f004-i02-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f004-i02-p0001.jpg,1325,2048,1,dra037-s01-b001-f004-i02
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f004-i02-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f004-i02-p0002.jpg,2048,1570,2,dra037-s01-b001-f004-i02
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f004-i02-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f004-i02-p0003.jpg,1329,2048,3,dra037-s01-b001-f004-i02
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f004-i03-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f004-i03-p0001.jpg,1011,2048,1,dra037-s01-b001-f004-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f004-i03-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f004-i03-p0002.jpg,2040,2048,2,dra037-s01-b001-f004-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f004-i03-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f004-i03-p0003.jpg,1022,2048,3,dra037-s01-b001-f004-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f004-i04-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f004-i04-p0001.jpg,1330,2048,1,dra037-s01-b001-f004-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f004-i04-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f004-i04-p0002.jpg,2048,1571,2,dra037-s01-b001-f004-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f004-i05-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f004-i05-p0001.jpg,1244,2048,1,dra037-s01-b001-f004-i05
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f004-i05-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f004-i05-p0002.jpg,2048,1576,2,dra037-s01-b001-f004-i05
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f004-i06-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f004-i06-p0001.jpg,1387,2048,1,dra037-s01-b001-f004-i06
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f004-i06-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f004-i06-p0002.jpg,2048,1488,2,dra037-s01-b001-f004-i06
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f004-i06-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f004-i06-p0003.jpg,1409,2048,3,dra037-s01-b001-f004-i06
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f004-i07-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f004-i07-p0001.jpg,1279,2048,1,dra037-s01-b001-f004-i07
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f004-i07-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f004-i07-p0002.jpg,2048,1637,2,dra037-s01-b001-f004-i07
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f005-i01-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f005-i01-p0001.jpg,1304,2048,1,dra037-s01-b001-f005-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f005-i01-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f005-i01-p0002.jpg,2048,1607,2,dra037-s01-b001-f005-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f005-i01-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f005-i01-p0003.jpg,1291,2048,3,dra037-s01-b001-f005-i01
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f005-i02-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f005-i02-p0001.jpg,1010,2048,1,dra037-s01-b001-f005-i02
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f005-i02-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f005-i02-p0002.jpg,2048,2041,2,dra037-s01-b001-f005-i02
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f005-i02-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f005-i02-p0003.jpg,1018,2048,3,dra037-s01-b001-f005-i02
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f005-i03-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f005-i03-p0001.jpg,1315,2048,1,dra037-s01-b001-f005-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f005-i03-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f005-i03-p0002.jpg,2048,1575,2,dra037-s01-b001-f005-i03
